what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517664114406
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1517664117882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517664119037
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517664125611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517664125931
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517664426541
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517664431051
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517664433216
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517664434205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517664445867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517664447421
closed,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1517664447507
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1517664449968
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1517664450890
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517664452076
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517664452197
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1517664454359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517664458028
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517664460564
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517664468875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517664469756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517664471759
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517664473243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517664474234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517664476160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517664500272
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517664501427
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517664557806
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517664560361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517664586405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517664586863
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517664588587
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517664588967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517664593165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517664593596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517664596311
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517664596918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517664754074
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1517664774896
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517664788465
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517664800059
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517664811440
