what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517435539850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435542610
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435543725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435545273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435545907
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1517435547030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435548029
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435549617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435550050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435555817
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435558515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435559072
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435559323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435560696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435561662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435562548
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435563763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435564295
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1517435565813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435569499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435570559
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435572306
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435572928
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1517435575728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435579085
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435580944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435581749
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435589701
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1517435590199
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1517435597719
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435599521
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435600957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435602106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517435604606
