what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1517662429107
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1517662429107
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1517662429108
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1517662429116
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1517662429117
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1517662429141
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1517662429141
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1517662429141
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1517662429144
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1517662429155
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1517662429158
started,bundle,org.eclipse.ui.presentations.r21,3.2.200.I20100517-1500,"org.eclipse.ui.presentations.r21",1517662429158
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1517662429161
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1517662429162
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1517662429168
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1517662429170
started,bundle,org.eclipse.uml2.common,1.6.0.v201105021727,"org.eclipse.uml2.common",1517662429171
started,bundle,org.eclipse.uml2.common.edit,1.5.0.v201005031530,"org.eclipse.uml2.common.edit",1517662429171
started,bundle,org.eclipse.uml2.uml,3.2.100.v201108110105,"org.eclipse.uml2.uml",1517662429174
started,bundle,org.eclipse.uml2.uml.edit,3.1.100.v201009281840,"org.eclipse.uml2.uml.edit",1517662429176
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1517662429177
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1517662429187
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1517662429188
started,bundle,com.soyatec.additional,3.7.1.20110624,"com.soyatec.additional",1517662429188
started,bundle,com.soyatec.core,3.7.1.20110624,"com.soyatec.core",1517662429215
started,bundle,com.soyatec.diagrams,3.7.1.20110624,"com.soyatec.diagrams",1517662429237
started,bundle,com.soyatec.model,3.7.1.20110624,"com.soyatec.model",1517662429255
os,sysinfo,,,"win32",1517662429259
arch,sysinfo,,,"x86_64",1517662429260
ws,sysinfo,,,"win32",1517662429260
locale,sysinfo,,,"en_US",1517662429260
processors,sysinfo,,,"4",1517662429260
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1517662429260
java.runtime.version,sysinfo,,,"1.8.0_151-b12",1517662429260
java.specification.name,sysinfo,,,"Java Platform API Specification",1517662429260
java.specification.vendor,sysinfo,,,"Oracle Corporation",1517662429260
java.specification.version,sysinfo,,,"1.8",1517662429260
java.vendor,sysinfo,,,"Oracle Corporation",1517662429260
java.version,sysinfo,,,"1.8.0_151",1517662429260
java.vm.info,sysinfo,,,"mixed mode",1517662429260
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1517662429260
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1517662429260
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1517662429260
java.vm.specification.version,sysinfo,,,"1.8",1517662429260
java.vm.vendor,sysinfo,,,"Oracle Corporation",1517662429260
java.vm.version,sysinfo,,,"25.151-b12",1517662429260
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1517662429795
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517662431010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517662432467
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517662433465
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1517662441617
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517662443078
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1517662451649
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1517662471394
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1517662484505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517662528363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517662533396
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1517662538505
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517662541705
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517662554106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517662566283
