what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517436575663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517436576722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517436577353
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517436581564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517436593331
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517436594435
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517436605438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517436606832
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517436611237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517436611926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517436620744
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517436621404
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1517436627829
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517436629363
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517436630123
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1517436634149
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1517436637832
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1517436640064
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1517436642714
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517436644132
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517436645347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517436645664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517436647412
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1517436650969
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517436654131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517436656750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1517436658997
