what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1517441234804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517441236395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517441269458
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1517441279358
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1517441280547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517441331634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517441337551
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1517441337819
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517441345467
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1517441355054
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517441357188
started,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1517441362221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517441362833
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1517441362854
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517441364286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517441372864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517441373815
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517441377260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517441380145
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1517441380158
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517441380324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517441449649
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517441451948
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517441470195
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1517441470240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517441470255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517441472518
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517441473061
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517441474561
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1517441490759
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1517441494535
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517441498856
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517441500876
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517441507616
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517441510502
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517441530433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517441536759
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517441543792
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.generate.tostring",1517441543910
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517441553518
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517441557656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517441560204
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517441574941
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517441577053
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517441589670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1517441622398
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517441629386
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517441631716
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517441632588
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1517441634173
