what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1517674729865
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517674738664
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517674739197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517674742664
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517674743958
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517674748231
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517674755231
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1517674760975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517674762819
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517674767307
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1517674769243
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1517674771799
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1517674775392
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1517674777710
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1517674781499
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1517674782202
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1517674789612
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1517674789918
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517674791554
closed,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1517674791554
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1517674792747
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1517674793867
opened,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1517674795010
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1517674795055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517674800183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517674801089
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517674802447
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1517674803615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517674804709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517674809754
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517674811108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517674815808
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517674857693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517674858234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517674858552
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517674858885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517675505683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517675506461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517675510319
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1517675511945
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517675512540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517675513575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517675527589
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517675544274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517675644767
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1517675647479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517675651508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517675658084
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517675660374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517675796768
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517675815083
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1517675815680
stopped,bundle,org.eclipse.emf.eef.codegen.ecore,1.0.2.v20120216-1513,"org.eclipse.emf.eef.codegen.ecore",1517675815713
stopped,bundle,org.eclipse.emf.eef.codegen,1.0.2.v20120216-1513,"org.eclipse.emf.eef.codegen",1517675815733
stopped,bundle,org.eclipse.mylyn.pde.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.pde.ui",1517675815733
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1517675815733
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20111213-1754,"org.eclipse.pde.ds.ui",1517675815743
stopped,bundle,com.soyatec.eemf,3.7.1.20110624,"com.soyatec.eemf",1517675815776
stopped,bundle,com.soyatec.additional,3.7.1.20110624,"com.soyatec.additional",1517675815776
stopped,bundle,com.soyatec.core,3.7.1.20110624,"com.soyatec.core",1517675815776
stopped,bundle,org.eclipse.pde.runtime,3.4.201.v20110928-1516,"org.eclipse.pde.runtime",1517675815805
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1517675815879
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1517676114169
