what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517683754186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517683756102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517683756240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517683757194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517683757335
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1517683760141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517683767185
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517683767334
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1517683772000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517683773785
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517683773931
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517683775928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517683778394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517683779160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1517683793659
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1517683793846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1517683794003
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1517683794180
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1517683794378
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1517683794615
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1517683794886
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1517683795127
