what,kind,bundleId,bundleVersion,description,time
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1517673224754
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517673261607
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517673262375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517673267780
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517673268922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517673272877
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1517673274287
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517673274778
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1517673281410
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517673284498
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517673293577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517673299645
closed,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1517673300742
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517673300820
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1517673300833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517673303416
opened,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1517673307320
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1517673307348
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517673307404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517673308134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517673310602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517673310623
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517673311177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517673320179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517673321584
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517673323519
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1517673326587
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517673326982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517673330218
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517673332245
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1517673334485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517673334825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517673336398
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517673337701
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1517673340481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517673340783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517673342439
