what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1517680131298
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1517680131310
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1517680131325
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1517680131334
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1517680131335
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1517680131336
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1517680131352
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1517680131362
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1517680131363
started,bundle,org.eclipse.uml2.common,1.6.0.v201105021727,"org.eclipse.uml2.common",1517680131370
started,bundle,org.eclipse.uml2.common.edit,1.5.0.v201005031530,"org.eclipse.uml2.common.edit",1517680131371
started,bundle,org.eclipse.uml2.uml,3.2.100.v201108110105,"org.eclipse.uml2.uml",1517680131375
started,bundle,org.eclipse.uml2.uml.edit,3.1.100.v201009281840,"org.eclipse.uml2.uml.edit",1517680131377
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1517680131378
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1517680131393
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1517680131395
started,bundle,com.soyatec.additional,3.7.1.20110624,"com.soyatec.additional",1517680131395
started,bundle,com.soyatec.core,3.7.1.20110624,"com.soyatec.core",1517680131413
started,bundle,com.soyatec.diagrams,3.7.1.20110624,"com.soyatec.diagrams",1517680131457
started,bundle,com.soyatec.model,3.7.1.20110624,"com.soyatec.model",1517680131471
os,sysinfo,,,"win32",1517680131482
arch,sysinfo,,,"x86_64",1517680131482
ws,sysinfo,,,"win32",1517680131482
locale,sysinfo,,,"en_US",1517680131482
processors,sysinfo,,,"4",1517680131482
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1517680131482
java.runtime.version,sysinfo,,,"1.8.0_151-b12",1517680131482
java.specification.name,sysinfo,,,"Java Platform API Specification",1517680131482
java.specification.vendor,sysinfo,,,"Oracle Corporation",1517680131482
java.specification.version,sysinfo,,,"1.8",1517680131482
java.vendor,sysinfo,,,"Oracle Corporation",1517680131482
java.version,sysinfo,,,"1.8.0_151",1517680131482
java.vm.info,sysinfo,,,"mixed mode",1517680131482
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1517680131482
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1517680131482
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1517680131482
java.vm.specification.version,sysinfo,,,"1.8",1517680131482
java.vm.vendor,sysinfo,,,"Oracle Corporation",1517680131482
java.vm.version,sysinfo,,,"25.151-b12",1517680131482
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1517680132825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517680134473
