what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1517856509631
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1517856509643
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1517856509644
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1517856509645
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1517856509646
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1517856509659
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1517856509660
started,bundle,org.eclipse.uml2.uml,3.2.100.v201108110105,"org.eclipse.uml2.uml",1517856509675
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1517856509677
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1517856509711
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1517856509712
started,bundle,com.soyatec.core,3.7.1.20110624,"com.soyatec.core",1517856509795
started,bundle,com.soyatec.diagrams,3.7.1.20110624,"com.soyatec.diagrams",1517856509797
os,sysinfo,,,"win32",1517856509801
arch,sysinfo,,,"x86_64",1517856509801
ws,sysinfo,,,"win32",1517856509801
locale,sysinfo,,,"en_US",1517856509801
processors,sysinfo,,,"4",1517856509801
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1517856509801
java.runtime.version,sysinfo,,,"1.8.0_151-b12",1517856509801
java.specification.name,sysinfo,,,"Java Platform API Specification",1517856509801
java.specification.vendor,sysinfo,,,"Oracle Corporation",1517856509801
java.specification.version,sysinfo,,,"1.8",1517856509801
java.vendor,sysinfo,,,"Oracle Corporation",1517856509801
java.version,sysinfo,,,"1.8.0_151",1517856509801
java.vm.info,sysinfo,,,"mixed mode",1517856509801
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1517856509801
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1517856509801
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1517856509801
java.vm.specification.version,sysinfo,,,"1.8",1517856509801
java.vm.vendor,sysinfo,,,"Oracle Corporation",1517856509801
java.vm.version,sysinfo,,,"25.151-b12",1517856509801
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1517856512122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517856538403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517856561431
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517856561814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517856564303
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517856567627
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517856567690
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1517856568399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517856571341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517856576872
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517856577337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517856603239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517856603972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517856607794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517856608484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517856611978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517856612368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517856614388
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1517856618152
