what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517681875176
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517681876461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517681879177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517681893343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517681911751
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517681915949
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517681945789
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517681949115
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517681951083
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517681957754
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517681962593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517681987812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517681992397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517681993680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517682125099
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517682129064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517682131935
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517682163525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517682170302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517682177928
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1517682179687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517682179983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517682188110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517682189073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517682196179
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517682197176
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517682199339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1517682205019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517682210360
