what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517666039717
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1517666054389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666061873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666068213
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666070250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666116435
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1517666116472
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1517666116472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666122462
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666125840
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1517666125868
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517666153410
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517666162977
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517666166241
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517666166614
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1517666176353
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1517666185055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517666191790
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1517666195160
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666195640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666218305
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1517666221497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666224937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666229568
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517666229873
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517666229982
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1517666234402
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666249938
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666253190
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666257363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666261122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666262387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666263354
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666265258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666266056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666269816
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666271625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666273715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666277524
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517666279115
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1517666281894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666282022
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666283977
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1517666291953
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517666292012
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1517666295619
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517666295678
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.SourceView",1517666297389
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.SourceView",1517666297409
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517666299878
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1517666312459
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1517666327394
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1517666327429
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1517666327437
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1517666329429
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666329461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666332231
opened,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1517666337595
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1517666337643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1517666337644
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1517666339272
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517666339884
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517666342490
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517666343685
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1517666357095
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517666370318
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517666378915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666386429
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666390292
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517666390530
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517666394665
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517666396972
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1517666400246
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1517666413100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666419178
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666420782
executed,command,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.command.openTask",1517666420851
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1517666421712
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517666427535
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517666429605
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517666432711
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1517666437859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666439865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666440927
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517666456046
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517666458644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666490748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666497633
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1517666511331
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1517666520936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1517666526167
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1517666537880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517666539366
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1517666552683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666555187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666556038
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517666560774
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517666563590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666579349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517666580451
